GEOID,Census Tract,County,ttl_nrE,ttl_nrM,undrg_E,undrg_M,grd_ppE,grd_ppM,totalenrol,totalenr_1,difference
24005490800,Census Tract 4908, Baltimore County,1237,229,587,235,11,16,598,924,-326
24005491600,Census Tract 4916, Baltimore County,889,220,79,51,43,41,122,377,-255
24033807305,Census Tract 8073.05, Prince George's County,745,226,229,96,21,24,250,495,-245
24027602305,Census Tract 6023.05, Howard County,1101,140,168,82,78,46,246,215,31
24027602100,Census Tract 6021, Howard County,2243,258,419,119,216,105,635,645,-10
24031700604,Census Tract 7006.04, Montgomery County,1668,208,342,132,38,45,380,330,50
24031700811,Census Tract 7008.11, Montgomery County,1285,256,326,145,61,42,387,383,4
24025302400,Census Tract 3024, Harford County,1017,213,224,93,64,53,288,215,73
24005411101,Census Tract 4111.01, Baltimore County,431,78,84,49,51,51,135,95,40
24003750801,Census Tract 7508.01, Anne Arundel County,1381,291,345,160,125,102,470,327,143
24033806800,Census Tract 8068, Prince George's County,951,183,303,115,59,49,362,438,-76
24033807000,Census Tract 8070, Prince George's County,3177,457,1783,471,782,263,2565,2329,236
24017851200,Census Tract 8512, Charles County,1137,247,148,70,44,36,192,255,-63
24021750505,Census Tract 7505.05, Frederick County,2569,521,430,203,71,58,501,287,214
24021750701,Census Tract 7507.01, Frederick County,1398,197,268,89,91,59,359,426,-67
24005421200,Census Tract 4212, Baltimore County,324,77,67,43,0,12,67,59,8
24005452100,Census Tract 4521, Baltimore County,605,197,140,71,40,53,180,314,-134
24011955600,Census Tract 9556, Caroline County,1169,138,144,55,27,33,171,167,4
24031700104,Census Tract 7001.04, Montgomery County,1457,224,298,101,90,44,388,451,-63
24031705000,Census Tract 7050, Montgomery County,1327,187,249,136,127,53,376,362,14
24005492300,Census Tract 4923, Baltimore County,824,253,92,43,24,23,116,220,-104
24005490301,Census Tract 4903.01, Baltimore County,2276,399,1394,362,298,166,1692,1210,482
24027602302,Census Tract 6023.02, Howard County,2378,332,606,208,244,128,850,633,217
24033801410,Census Tract 8014.10, Prince George's County,613,181,79,57,10,15,89,237,-148
24003740800,Census Tract 7408, Anne Arundel County,1042,175,195,65,26,27,221,288,-67
24510280102,Census Tract 2801.02, Baltimore city,1490,450,384,254,156,178,540,252,288
24031700721,Census Tract 7007.21, Montgomery County,664,192,127,86,127,70,254,295,-41
24510120202,Census Tract 1202.02, Baltimore city,3584,438,3116,375,381,144,3497,4743,-1246
24015030505,Census Tract 305.05, Cecil County,1445,263,351,129,58,46,409,229,180
24001002000,Census Tract 20, Allegany County,1010,248,134,95,31,47,165,439,-274
24033800105,Census Tract 8001.05, Prince George's County,1107,220,226,164,99,58,325,393,-68
24005411406,Census Tract 4114.06, Baltimore County,937,118,162,73,72,44,234,375,-141
24005451000,Census Tract 4510, Baltimore County,182,52,25,21,5,7,30,60,-30
24001000300,Census Tract 3, Allegany County,641,156,130,87,0,12,130,93,37
24001001200,Census Tract 12, Allegany County,778,202,180,93,43,31,223,194,29
24001001300,Census Tract 13, Allegany County,604,116,74,40,39,30,113,186,-73
24510230300,Census Tract 2303, Baltimore city,152,53,15,13,118,48,133,178,-45
24510070200,Census Tract 702, Baltimore city,993,442,13,19,19,29,32,90,-58
24510271200,Census Tract 2712, Baltimore city,1505,301,128,153,119,90,247,450,-203
24510160700,Census Tract 1607, Baltimore city,1280,344,277,126,78,73,355,267,88
24510271900,Census Tract 2719, Baltimore city,654,218,57,43,62,47,119,267,-148
24510030200,Census Tract 302, Baltimore city,390,109,26,22,112,57,138,194,-56
24005492200,Census Tract 4922, Baltimore County,1047,270,285,151,19,23,304,455,-151
24033802001,Census Tract 8020.01, Prince George's County,1028,292,138,113,41,67,179,283,-104
24041960501,Census Tract 9605.01, Talbot County,1314,170,222,87,31,27,253,231,22
24025306400,Census Tract 3064, Harford County,1765,313,426,144,114,65,540,523,17
24005403803,Census Tract 4038.03, Baltimore County,590,112,77,45,31,33,108,144,-36
24015031202,Census Tract 312.02, Cecil County,1031,269,184,119,44,44,228,270,-42
24033801407,Census Tract 8014.07, Prince George's County,1510,395,515,215,77,99,592,622,-30
24033800408,Census Tract 8004.08, Prince George's County,1744,384,389,218,28,29,417,684,-267
24003706600,Census Tract 7066, Anne Arundel County,1303,241,120,63,93,61,213,332,-119
24003731201,Census Tract 7312.01, Anne Arundel County,1864,237,176,96,100,84,276,430,-154
24005421300,Census Tract 4213, Baltimore County,559,168,114,69,37,42,151,170,-19
24015030602,Census Tract 306.02, Cecil County,1689,278,414,178,196,96,610,347,263
24033806706,Census Tract 8067.06, Prince George's County,793,243,106,65,131,76,237,510,-273
24025301108,Census Tract 3011.08, Harford County,712,141,134,58,10,16,144,246,-102
24045010502,Census Tract 105.02, Wicomico County,5086,718,3568,646,240,178,3808,3573,235
24045010200,Census Tract 102, Wicomico County,1678,390,94,79,0,17,94,319,-225
24033800410,Census Tract 8004.10, Prince George's County,2977,307,1670,281,172,77,1842,1822,20
24005408900,Census Tract 4089, Baltimore County,525,108,107,58,26,24,133,139,-6
24031702302,Census Tract 7023.02, Montgomery County,1057,166,165,96,35,23,200,271,-71
24031700903,Census Tract 7009.03, Montgomery County,773,121,197,70,22,18,219,151,68
24031700207,Census Tract 7002.07, Montgomery County,1706,177,295,114,83,45,378,461,-83
24043010400,Census Tract 104, Washington County,1888,349,362,144,51,73,413,554,-141
24043011302,Census Tract 113.02, Washington County,988,172,193,74,73,58,266,191,75
24043011301,Census Tract 113.01, Washington County,1452,160,224,97,78,39,302,401,-99
24045010604,Census Tract 106.04, Wicomico County,1265,250,218,78,24,23,242,349,-107
24045000100,Census Tract 1, Wicomico County,1668,342,136,79,63,51,199,361,-162
24005450503,Census Tract 4505.03, Baltimore County,1538,299,318,108,77,91,395,423,-28
24005403701,Census Tract 4037.01, Baltimore County,1225,187,176,101,105,71,281,400,-119
24045010300,Census Tract 103, Wicomico County,2612,493,167,109,197,99,364,457,-93
24031701701,Census Tract 7017.01, Montgomery County,1052,163,184,77,85,46,269,307,-38
24005421101,Census Tract 4211.01, Baltimore County,506,188,63,45,0,12,63,47,16
24510250103,Census Tract 2501.03, Baltimore city,530,130,91,59,15,16,106,162,-56
24031701213,Census Tract 7012.13, Montgomery County,1499,305,387,132,293,129,680,428,252
24033801006,Census Tract 8010.06, Prince George's County,921,164,258,100,98,64,356,564,-208
24005492002,Census Tract 4920.02, Baltimore County,853,166,264,115,41,38,305,371,-66
24005492101,Census Tract 4921.01, Baltimore County,841,139,113,72,22,26,135,276,-141
24033805909,Census Tract 8059.09, Prince George's County,1650,343,354,151,662,193,1016,1096,-80
24019970200,Census Tract 9702, Dorchester County,1150,193,109,56,94,62,203,238,-35
24045000500,Census Tract 5, Wicomico County,1238,370,414,275,0,12,414,284,130
24003740102,Census Tract 7401.02, Anne Arundel County,2261,454,633,233,275,123,908,804,104
24003750804,Census Tract 7508.04, Anne Arundel County,608,189,123,83,64,43,187,306,-119
24033803522,Census Tract 8035.22, Prince George's County,891,188,192,92,109,63,301,453,-152
24003702701,Census Tract 7027.01, Anne Arundel County,732,181,168,113,191,135,359,412,-53
24019970100,Census Tract 9701, Dorchester County,608,159,60,28,18,20,78,201,-123
24510150500,Census Tract 1505, Baltimore city,303,124,77,62,0,12,77,46,31
24043000900,Census Tract 9, Washington County,1051,234,130,88,20,28,150,250,-100
24047950900,Census Tract 9509, Worcester County,309,80,40,33,13,14,53,112,-59
24033801207,Census Tract 8012.07, Prince George's County,932,125,217,84,17,20,234,319,-85
24033801701,Census Tract 8017.01, Prince George's County,1132,319,159,96,45,34,204,411,-207
24033805602,Census Tract 8056.02, Prince George's County,1216,312,34,36,0,17,34,39,-5
24033800607,Census Tract 8006.07, Prince George's County,1627,259,397,129,203,106,600,657,-57
24037876100,Census Tract 8761, St. Mary's County,1458,340,296,163,56,47,352,223,129
24037875802,Census Tract 8758.02, St. Mary's County,1198,189,221,93,83,63,304,340,-36
24031705702,Census Tract 7057.02, Montgomery County,1282,189,219,91,78,46,297,223,74
24510220100,Census Tract 2201, Baltimore city,837,205,101,71,405,180,506,670,-164
24033801908,Census Tract 8019.08, Prince George's County,808,274,63,51,27,39,90,177,-87
24033800213,Census Tract 8002.13, Prince George's County,1309,262,300,111,194,74,494,386,108
24047950100,Census Tract 9501, Worcester County,281,124,57,55,11,13,68,59,9
24047951100,Census Tract 9511, Worcester County,1021,186,280,132,52,50,332,261,71
24510240100,Census Tract 2401, Baltimore city,486,118,64,52,165,68,229,232,-3
24033806712,Census Tract 8067.12, Prince George's County,966,234,339,196,66,72,405,409,-4
24510120600,Census Tract 1206, Baltimore city,348,121,62,50,190,88,252,357,-105
24031703403,Census Tract 7034.03, Montgomery County,950,138,237,73,45,24,282,374,-92
24031706007,Census Tract 7060.07, Montgomery County,1951,257,188,100,172,107,360,520,-160
24003750803,Census Tract 7508.03, Anne Arundel County,2086,441,362,193,39,40,401,703,-302
24031702900,Census Tract 7029, Montgomery County,948,236,70,69,187,120,257,399,-142
24031703213,Census Tract 7032.13, Montgomery County,1737,350,370,168,38,38,408,524,-116
24033801907,Census Tract 8019.07, Prince George's County,396,115,75,57,12,19,87,275,-188
24005404800,Census Tract 4048, Baltimore County,435,82,86,37,36,34,122,217,-95
24031700205,Census Tract 7002.05, Montgomery County,4004,396,747,212,226,136,973,677,296
24033800413,Census Tract 8004.13, Prince George's County,1286,280,389,153,74,67,463,483,-20
24033801302,Census Tract 8013.02, Prince George's County,590,122,114,64,53,33,167,250,-83
24033805907,Census Tract 8059.07, Prince George's County,852,212,243,112,21,17,264,346,-82
24021750803,Census Tract 7508.03, Frederick County,1681,308,329,120,184,133,513,561,-48
24021752201,Census Tract 7522.01, Frederick County,457,89,101,47,23,18,124,129,-5
24003731303,Census Tract 7313.03, Anne Arundel County,1405,244,308,141,30,34,338,395,-57
24021767500,Census Tract 7675, Frederick County,667,148,202,114,28,25,230,163,67
24025301702,Census Tract 3017.02, Harford County,2411,469,514,226,240,161,754,676,78
24027606707,Census Tract 6067.07, Howard County,1042,285,271,114,34,30,305,389,-84
24027606905,Census Tract 6069.05, Howard County,1956,376,473,299,230,128,703,310,393
24033800517,Census Tract 8005.17, Prince George's County,1584,304,310,148,435,261,745,537,208
24033800504,Census Tract 8005.04, Prince George's County,1359,308,258,102,126,70,384,481,-97
24033801104,Census Tract 8011.04, Prince George's County,927,215,263,105,62,35,325,441,-116
24025304202,Census Tract 3042.02, Harford County,1446,232,295,121,18,28,313,422,-109
24031700306,Census Tract 7003.06, Montgomery County,2533,335,361,168,107,78,468,537,-69
24031701006,Census Tract 7010.06, Montgomery County,1287,151,127,58,77,47,204,354,-150
24003740602,Census Tract 7406.02, Anne Arundel County,1332,222,414,126,62,32,476,356,120
24031700208,Census Tract 7002.08, Montgomery County,544,99,175,59,38,24,213,230,-17
24027601201,Census Tract 6012.01, Howard County,2071,365,325,134,102,78,427,721,-294
24027602304,Census Tract 6023.04, Howard County,1512,178,195,90,84,42,279,257,22
24027601204,Census Tract 6012.04, Howard County,1819,320,333,162,208,97,541,454,87
24033801309,Census Tract 8013.09, Prince George's County,693,187,170,81,64,46,234,202,32
24033801707,Census Tract 8017.07, Prince George's County,1457,366,103,76,83,59,186,330,-144
24027605102,Census Tract 6051.02, Howard County,3128,358,438,139,108,64,546,805,-259
24033800401,Census Tract 8004.01, Prince George's County,566,66,86,36,31,24,117,143,-26
24003731002,Census Tract 7310.02, Anne Arundel County,831,143,84,50,55,38,139,233,-94
24510160300,Census Tract 1603, Baltimore city,187,119,3,6,4,7,7,14,-7
24003731102,Census Tract 7311.02, Anne Arundel County,2047,392,214,110,117,105,331,491,-160
24031702301,Census Tract 7023.01, Montgomery County,939,203,198,105,144,102,342,228,114
24033800704,Census Tract 8007.04, Prince George's County,1536,267,272,125,181,166,453,550,-97
24510250600,Census Tract 2506, Baltimore city,0,12,0,12,0,12,0,0,0
24033806601,Census Tract 8066.01, Prince George's County,1274,233,166,88,0,12,166,192,-26
24005402602,Census Tract 4026.02, Baltimore County,610,174,168,67,44,31,212,208,4
24021752502,Census Tract 7525.02, Frederick County,593,67,108,48,16,17,124,145,-21
24003731204,Census Tract 7312.04, Anne Arundel County,1526,295,333,159,137,130,470,353,117
24005451500,Census Tract 4515, Baltimore County,1267,237,177,92,49,58,226,264,-38
24033800608,Census Tract 8006.08, Prince George's County,1793,236,344,123,216,109,560,470,90
24003707002,Census Tract 7070.02, Anne Arundel County,916,142,160,63,73,46,233,266,-33
24021752301,Census Tract 7523.01, Frederick County,1946,325,378,141,312,157,690,380,310
24005404202,Census Tract 4042.02, Baltimore County,3563,539,1724,356,235,130,1959,2018,-59
24025301301,Census Tract 3013.01, Harford County,688,169,213,81,46,45,259,277,-18
24013501001,Census Tract 5010.01, Carroll County,1383,218,183,91,41,46,224,311,-87
24043011202,Census Tract 112.02, Washington County,1341,251,218,91,81,47,299,280,19
24510080800,Census Tract 808, Baltimore city,724,173,14,23,19,22,33,43,-10
24031704000,Census Tract 7040, Montgomery County,1673,426,246,161,133,84,379,580,-201
24031701212,Census Tract 7012.12, Montgomery County,641,102,139,49,37,25,176,168,8
24011955302,Census Tract 9553.02, Caroline County,615,144,73,61,25,30,98,72,26
24031700710,Census Tract 7007.10, Montgomery County,1814,339,477,186,56,50,533,575,-42
24003730203,Census Tract 7302.03, Anne Arundel County,1264,341,285,151,131,103,416,364,52
24003751400,Census Tract 7514, Anne Arundel County,915,187,306,133,53,50,359,265,94
24031704200,Census Tract 7042, Montgomery County,639,104,136,61,35,22,171,87,84
24031700103,Census Tract 7001.03, Montgomery County,1228,148,285,85,87,58,372,644,-272
24031701315,Census Tract 7013.15, Montgomery County,1127,199,213,105,109,58,322,607,-285
24031704401,Census Tract 7044.01, Montgomery County,635,97,69,46,33,27,102,155,-53
24031705300,Census Tract 7053, Montgomery County,521,50,41,20,17,13,58,117,-59
24033805801,Census Tract 8058.01, Prince George's County,1119,324,261,147,99,81,360,213,147
24033806000,Census Tract 8060, Prince George's County,1402,265,203,109,50,41,253,520,-267
24033803100,Census Tract 8031, Prince George's County,580,174,122,63,36,31,158,202,-44
24033800515,Census Tract 8005.15, Prince George's County,1188,245,234,127,224,103,458,388,70
24510270804,Census Tract 2708.04, Baltimore city,511,242,233,183,44,36,277,238,39
24031702000,Census Tract 7020, Montgomery County,1616,274,261,117,55,42,316,432,-116
24021752001,Census Tract 7520.01, Frederick County,1394,217,258,104,117,63,375,388,-13
24025306100,Census Tract 3061, Harford County,878,166,119,78,99,59,218,191,27
24025306200,Census Tract 3062, Harford County,303,97,57,48,0,12,57,68,-11
24003702206,Census Tract 7022.06, Anne Arundel County,2264,324,501,206,230,110,731,558,173
24031700817,Census Tract 7008.17, Montgomery County,1604,322,427,156,306,129,733,448,285
24031701002,Census Tract 7010.02, Montgomery County,870,163,59,47,79,54,138,126,12
24031701900,Census Tract 7019, Montgomery County,845,176,206,151,63,45,269,352,-83
24510250203,Census Tract 2502.03, Baltimore city,554,101,78,44,26,23,104,187,-83
24510260201,Census Tract 2602.01, Baltimore city,1448,357,381,242,55,87,436,505,-69
24033800518,Census Tract 8005.18, Prince George's County,1042,166,145,59,47,48,192,264,-72
24510271400,Census Tract 2714, Baltimore city,1383,281,381,191,333,176,714,537,177
24003706401,Census Tract 7064.01, Anne Arundel County,1705,414,143,85,111,83,254,281,-27
24005492102,Census Tract 4921.02, Baltimore County,421,126,70,34,51,32,121,165,-44
24001000800,Census Tract 8, Allegany County,460,102,78,51,4,7,82,76,6
24001001401,Census Tract 14.01, Allegany County,668,168,180,90,71,61,251,273,-22
24005407001,Census Tract 4070.01, Baltimore County,552,126,99,56,6,10,105,152,-47
24005404402,Census Tract 4044.02, Baltimore County,1866,323,281,148,232,116,513,543,-30
24017851400,Census Tract 8514, Charles County,2074,329,405,164,122,90,527,553,-26
24017850300,Census Tract 8503, Charles County,415,137,91,57,0,12,91,111,-20
24017850904,Census Tract 8509.04, Charles County,3154,437,580,156,391,249,971,514,457
24005440100,Census Tract 4401, Baltimore County,1004,137,193,71,87,46,280,337,-57
24510260402,Census Tract 2604.02, Baltimore city,1021,326,143,83,70,59,213,219,-6
24003751700,Census Tract 7517, Anne Arundel County,702,108,113,62,28,28,141,153,-12
24005451300,Census Tract 4513, Baltimore County,1012,201,131,85,29,29,160,170,-10
24005420600,Census Tract 4206, Baltimore County,941,263,179,109,57,53,236,252,-16
24510260605,Census Tract 2606.05, Baltimore city,1110,273,95,80,60,61,155,263,-108
24003751600,Census Tract 7516, Anne Arundel County,536,111,97,70,63,49,160,142,18
24003701400,Census Tract 7014, Anne Arundel County,907,152,117,76,54,35,171,104,67
24031701211,Census Tract 7012.11, Montgomery County,1893,461,597,301,48,43,645,686,-41
24031700500,Census Tract 7005, Montgomery County,1919,291,449,173,108,77,557,406,151
24003707001,Census Tract 7070.01, Anne Arundel County,1343,220,272,132,159,91,431,402,29
24003741000,Census Tract 7410, Anne Arundel County,733,170,175,79,19,20,194,148,46
24031700101,Census Tract 7001.01, Montgomery County,1060,222,228,75,135,88,363,269,94
24510270200,Census Tract 2702, Baltimore city,351,84,52,34,51,38,103,111,-8
24031703220,Census Tract 7032.20, Montgomery County,1374,261,248,118,5,9,253,521,-268
24015030906,Census Tract 309.06, Cecil County,2450,409,670,314,134,75,804,562,242
24015031400,Census Tract 314, Cecil County,835,171,156,71,11,19,167,250,-83
24015031201,Census Tract 312.01, Cecil County,1475,328,350,127,13,13,363,382,-19
24015031301,Census Tract 313.01, Cecil County,815,123,84,43,46,45,130,167,-37
24031700717,Census Tract 7007.17, Montgomery County,1784,382,466,195,14,23,480,448,32
24005451402,Census Tract 4514.02, Baltimore County,1160,460,159,96,127,89,286,336,-50
24003706101,Census Tract 7061.01, Anne Arundel County,1050,236,546,173,121,74,667,689,-22
24031703202,Census Tract 7032.02, Montgomery County,1538,241,306,120,126,76,432,522,-90
24027606907,Census Tract 6069.07, Howard County,1498,380,256,148,239,201,495,658,-163
24510271600,Census Tract 2716, Baltimore city,708,274,53,40,135,86,188,346,-158
24005411309,Census Tract 4113.09, Baltimore County,2192,235,313,106,127,91,440,541,-101
24035810800,Census Tract 8108, Queen Anne's County,1480,243,283,134,146,119,429,250,179
24005400400,Census Tract 4004, Baltimore County,1502,355,338,160,157,140,495,460,35
24005402202,Census Tract 4022.02, Baltimore County,269,72,73,40,21,15,94,112,-18
24041960700,Census Tract 9607, Talbot County,556,154,31,36,21,25,52,94,-42
24031700711,Census Tract 7007.11, Montgomery County,1608,282,250,100,92,62,342,417,-75
24021772200,Census Tract 7722, Frederick County,260,105,68,47,53,46,121,112,9
24510280403,Census Tract 2804.03, Baltimore city,1173,531,266,183,18,29,284,524,-240
24031700309,Census Tract 7003.09, Montgomery County,1795,374,569,222,135,102,704,592,112
24013505203,Census Tract 5052.03, Carroll County,1012,162,156,65,87,53,243,172,71
24033800203,Census Tract 8002.03, Prince George's County,1219,240,220,77,135,65,355,378,-23
24033800206,Census Tract 8002.06, Prince George's County,1249,178,277,101,194,91,471,339,132
24033800215,Census Tract 8002.15, Prince George's County,1058,380,355,165,122,77,477,158,319
24031700615,Census Tract 7006.15, Montgomery County,910,97,111,44,69,39,180,167,13
24510280302,Census Tract 2803.02, Baltimore city,663,192,176,94,6,10,182,83,99
24005402307,Census Tract 4023.07, Baltimore County,1665,385,412,180,103,77,515,561,-46
24031701304,Census Tract 7013.04, Montgomery County,1567,210,188,98,79,58,267,296,-29
24027606904,Census Tract 6069.04, Howard County,1469,325,241,107,87,63,328,603,-275
24025301402,Census Tract 3014.02, Harford County,556,117,103,51,0,12,103,150,-47
24027601105,Census Tract 6011.05, Howard County,1571,221,317,156,108,116,425,398,27
24021773500,Census Tract 7735, Frederick County,1296,205,245,94,100,87,345,419,-74
24005451802,Census Tract 4518.02, Baltimore County,475,123,127,60,18,19,145,120,25
24510180200,Census Tract 1802, Baltimore city,189,69,70,31,23,22,93,50,43
24005451803,Census Tract 4518.03, Baltimore County,1074,187,257,90,142,58,399,434,-35
24031706005,Census Tract 7060.05, Montgomery County,1176,156,86,58,126,58,212,383,-171
24005451401,Census Tract 4514.01, Baltimore County,1424,225,343,173,148,98,491,351,140
24510130400,Census Tract 1304, Baltimore city,452,110,117,56,0,12,117,173,-56
24033800605,Census Tract 8006.05, Prince George's County,945,190,254,108,17,20,271,271,0
24033800705,Census Tract 8007.05, Prince George's County,979,214,248,98,111,74,359,256,103
24033801004,Census Tract 8010.04, Prince George's County,1350,227,243,117,73,54,316,222,94
24033801311,Census Tract 8013.11, Prince George's County,1600,371,396,194,138,100,534,550,-16
24033804400,Census Tract 8044, Prince George's County,630,111,100,36,39,16,139,199,-60
24033804900,Census Tract 8049, Prince George's County,804,246,234,91,65,63,299,562,-263
24003730700,Census Tract 7307, Anne Arundel County,1922,264,220,118,59,54,279,515,-236
24031704700,Census Tract 7047, Montgomery County,889,144,62,48,74,41,136,201,-65
24003702402,Census Tract 7024.02, Anne Arundel County,1149,259,245,123,133,91,378,281,97
24005401102,Census Tract 4011.02, Baltimore County,211,74,50,29,43,29,93,98,-5
24017850906,Census Tract 8509.06, Charles County,1398,294,271,101,142,144,413,363,50
24005403201,Census Tract 4032.01, Baltimore County,702,167,154,77,47,44,201,265,-64
24021751801,Census Tract 7518.01, Frederick County,1534,140,241,75,67,31,308,321,-13
24025303300,Census Tract 3033, Harford County,1527,309,274,128,30,34,304,428,-124
24510250206,Census Tract 2502.06, Baltimore city,561,227,135,96,0,12,135,91,44
24035810901,Census Tract 8109.01, Queen Anne's County,1404,178,299,132,84,62,383,308,75
24045010101,Census Tract 101.01, Wicomico County,1466,316,321,127,57,49,378,383,-5
24003730601,Census Tract 7306.01, Anne Arundel County,2070,259,291,169,18,29,309,346,-37
24510140100,Census Tract 1401, Baltimore city,1142,203,711,182,201,110,912,1186,-274
24025301205,Census Tract 3012.05, Harford County,896,166,135,65,111,72,246,265,-19
24510270401,Census Tract 2704.01, Baltimore city,1439,469,307,142,134,100,441,370,71
24031701316,Census Tract 7013.16, Montgomery County,1773,294,226,116,98,77,324,397,-73
24005401504,Census Tract 4015.04, Baltimore County,1515,300,404,169,91,78,495,924,-429
24005411407,Census Tract 4114.07, Baltimore County,2421,703,372,321,181,146,553,515,38
24021753001,Census Tract 7530.01, Frederick County,1024,149,272,95,0,12,272,276,-4
24033806300,Census Tract 8063, Prince George's County,667,112,140,63,63,33,203,162,41
24017851500,Census Tract 8515, Charles County,2587,482,690,252,150,108,840,809,31
24043010200,Census Tract 102, Washington County,873,152,103,63,17,19,120,248,-128
24043010100,Census Tract 101, Washington County,193,66,22,25,0,12,22,54,-32
24033804001,Census Tract 8040.01, Prince George's County,1835,452,268,159,153,125,421,486,-65
24031700824,Census Tract 7008.24, Montgomery County,825,114,76,48,36,43,112,165,-53
24043010600,Census Tract 106, Washington County,854,237,123,70,36,27,159,329,-170
24009860402,Census Tract 8604.02, Calvert County,912,203,176,72,54,44,230,275,-45
24009860900,Census Tract 8609, Calvert County,1499,242,276,106,55,52,331,330,1
24043011400,Census Tract 114, Washington County,1239,281,188,99,83,62,271,396,-125
24510140200,Census Tract 1402, Baltimore city,598,236,19,29,0,12,19,89,-70
24047951000,Census Tract 9510, Worcester County,1030,190,65,52,51,45,116,246,-130
24021752601,Census Tract 7526.01, Frederick County,1211,161,228,87,26,28,254,264,-10
24510070400,Census Tract 704, Baltimore city,458,126,22,20,164,66,186,125,61
24033807301,Census Tract 8073.01, Prince George's County,1313,212,341,144,561,215,902,590,312
24033801801,Census Tract 8018.01, Prince George's County,450,166,66,43,38,29,104,141,-37
24017850802,Census Tract 8508.02, Charles County,1508,355,410,184,58,51,468,262,206
24031701007,Census Tract 7010.07, Montgomery County,700,145,136,59,110,84,246,174,72
24510200800,Census Tract 2008, Baltimore city,739,194,187,101,10,12,197,83,114
24027602600,Census Tract 6026, Howard County,2079,245,578,165,208,140,786,687,99
24033801704,Census Tract 8017.04, Prince George's County,1327,453,249,148,121,105,370,274,96
24043011600,Census Tract 116, Washington County,664,143,138,69,19,18,157,153,4
24033803613,Census Tract 8036.13, Prince George's County,1645,334,582,207,56,52,638,606,32
24033802502,Census Tract 8025.02, Prince George's County,466,128,54,37,0,12,54,154,-100
24031705902,Census Tract 7059.02, Montgomery County,1150,193,161,75,82,50,243,207,36
24003740701,Census Tract 7407.01, Anne Arundel County,1886,255,414,149,108,78,522,590,-68
24031702700,Census Tract 7027, Montgomery County,2185,392,618,267,182,113,800,560,240
24033804102,Census Tract 8041.02, Prince George's County,1103,249,245,110,63,55,308,461,-153
24003740105,Census Tract 7401.05, Anne Arundel County,1150,253,199,87,10,17,209,300,-91
24027606706,Census Tract 6067.06, Howard County,1322,204,331,157,155,71,486,464,22
24041960400,Census Tract 9604, Talbot County,913,207,144,97,76,60,220,372,-152
24041960800,Census Tract 9608, Talbot County,425,121,62,58,0,12,62,26,36
24003730902,Census Tract 7309.02, Anne Arundel County,992,199,209,94,53,44,262,210,52
24005420301,Census Tract 4203.01, Baltimore County,628,151,84,49,30,29,114,273,-159
24005420302,Census Tract 4203.02, Baltimore County,612,147,139,76,25,28,164,99,65
24005408302,Census Tract 4083.02, Baltimore County,631,123,94,62,46,40,140,109,31
24001000200,Census Tract 2, Allegany County,493,121,73,42,7,12,80,180,-100
24510130805,Census Tract 1308.05, Baltimore city,117,44,47,31,5,8,52,70,-18
24510280301,Census Tract 2803.01, Baltimore city,789,287,176,111,177,177,353,428,-75
24019970500,Census Tract 9705, Dorchester County,999,286,104,75,26,28,130,235,-105
24510271002,Census Tract 2710.02, Baltimore city,983,291,42,40,0,12,42,282,-240
24031703215,Census Tract 7032.15, Montgomery County,956,219,157,87,89,69,246,355,-109
24035811000,Census Tract 8110, Queen Anne's County,799,226,170,136,71,53,241,228,13
24021752202,Census Tract 7522.02, Frederick County,1749,244,274,100,124,95,398,230,168
24025303602,Census Tract 3036.02, Harford County,847,127,153,69,73,44,226,180,46
24005492600,Census Tract 4926, Baltimore County,1060,267,171,76,37,30,208,473,-265
24025302901,Census Tract 3029.01, Harford County,709,191,145,66,30,32,175,111,64
24025302100,Census Tract 3021, Harford County,517,111,140,51,24,20,164,90,74
24031700614,Census Tract 7006.14, Montgomery County,1367,245,313,130,96,98,409,466,-57
24037876002,Census Tract 8760.02, St. Mary's County,3383,522,900,268,342,158,1242,806,436
24005402305,Census Tract 4023.05, Baltimore County,523,168,117,68,36,29,153,220,-67
24005980000,Census Tract 9800, Baltimore County,0,12,0,12,0,12,0,0,0
24011955400,Census Tract 9554, Caroline County,418,101,91,56,3,5,94,110,-16
24031703000,Census Tract 7030, Montgomery County,365,70,65,45,21,14,86,126,-40
24023000700,Census Tract 7, Garrett County,1210,229,178,92,57,49,235,379,-144
24510270901,Census Tract 2709.01, Baltimore city,1039,325,428,203,47,43,475,552,-77
24510040100,Census Tract 401, Baltimore city,1634,433,149,122,1178,346,1327,750,577
24035810500,Census Tract 8105, Queen Anne's County,1578,166,262,139,74,43,336,220,116
24035810200,Census Tract 8102, Queen Anne's County,514,102,34,23,26,22,60,75,-15
24510080700,Census Tract 807, Baltimore city,128,62,35,27,38,39,73,22,51
24033800604,Census Tract 8006.04, Prince George's County,438,110,119,61,29,23,148,165,-17
24021752602,Census Tract 7526.02, Frederick County,717,255,193,101,19,23,212,110,102
24021752802,Census Tract 7528.02, Frederick County,815,135,131,50,35,24,166,204,-38
24005403801,Census Tract 4038.01, Baltimore County,339,98,53,38,17,17,70,82,-12
24005441101,Census Tract 4411.01, Baltimore County,376,95,102,50,26,28,128,145,-17
24033805101,Census Tract 8051.01, Prince George's County,957,240,193,104,9,15,202,336,-134
24033805201,Census Tract 8052.01, Prince George's County,1295,277,274,117,17,25,291,259,32
